[2026-01-13 15:24:04,830 - INFO - Welcome to our custom log]
[2026-01-15 17:07:01,285 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-15 17:07:01,288 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-15 17:07:01,288 - INFO - Created directory at: artifacts]
[2026-01-15 17:07:01,288 - INFO - Created directory at: artifacts/prepare_base_model]
[2026-01-15 17:07:01,768 - WARNING - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2026-01-15 17:07:02,079 - INFO - >>>>>> Stage Prepare Base Model Stage completed <<<<<<

x================x]
[2026-01-19 10:01:32,659 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 10:01:32,767 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 10:01:32,772 - INFO - Created directory at: artifacts]
[2026-01-19 10:01:32,778 - INFO - Created directory at: artifacts/training]
[2026-01-19 10:16:41,205 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 10:16:41,224 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 10:16:41,230 - INFO - Created directory at: artifacts]
[2026-01-19 10:16:41,236 - INFO - Created directory at: artifacts/training]
[2026-01-19 10:21:19,414 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 10:21:19,422 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 10:21:19,429 - INFO - Created directory at: artifacts]
[2026-01-19 10:21:19,431 - INFO - Created directory at: artifacts/training]
[2026-01-19 10:39:32,266 - INFO - >>>>>> Stage Data Ingestion Stage started <<<<<<]
[2026-01-19 10:39:32,270 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 10:39:32,273 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 10:39:32,273 - INFO - Created directory at: artifacts]
[2026-01-19 10:39:32,274 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 10:39:32,274 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 10:39:52,459 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 10:39:52,460 - INFO - >>>>>> Stage Data Ingestion Stage completed <<<<<<

x================x]
[2026-01-19 10:39:52,460 - INFO - >>>>>> Stage Prepare Base Model Stage started <<<<<<]
[2026-01-19 10:39:52,462 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 10:39:52,464 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 10:39:52,465 - INFO - Created directory at: artifacts]
[2026-01-19 10:39:52,465 - INFO - Created directory at: artifacts/prepare_base_model]
[2026-01-19 10:39:52,908 - WARNING - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2026-01-19 10:39:53,187 - INFO - >>>>>> Stage Prepare Base Model Stage completed <<<<<<

x================x]
[2026-01-19 10:39:53,187 - INFO - >>>>>> Stage Model Training Stage started <<<<<<]
[2026-01-19 10:39:53,189 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 10:39:53,190 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 10:39:53,191 - INFO - Created directory at: artifacts]
[2026-01-19 10:39:53,191 - INFO - Created directory at: artifacts/training]
[2026-01-19 10:40:57,901 - INFO - >>>>>> Stage Model Training Stage completed <<<<<<

x================x]
[2026-01-19 11:41:32,403 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 11:41:32,410 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 11:41:32,412 - INFO - Created directory at: artifacts]
[2026-01-19 11:41:32,413 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 11:41:32,414 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 11:41:53,227 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 11:42:31,759 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 11:42:31,764 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 11:42:31,766 - INFO - Created directory at: artifacts]
[2026-01-19 11:42:54,845 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 11:43:37,487 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 11:43:57,025 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 11:54:03,491 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 11:54:03,498 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 11:54:03,499 - INFO - Created directory at: artifacts]
[2026-01-19 11:54:03,504 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 11:54:03,505 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 11:54:03,745 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 11:54:03,761 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 11:54:03,767 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 11:54:03,768 - INFO - Created directory at: artifacts]
[2026-01-19 11:54:03,781 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 11:54:03,811 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 11:54:49,428 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 11:54:49,432 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 11:54:49,434 - INFO - Created directory at: artifacts]
[2026-01-19 11:54:49,438 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 11:54:49,440 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 11:55:20,688 - ERROR - Error occurred while downloading data: [Errno 2] No such file or directory: 'artifacts/data_ingestion/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/Cyst']
[2026-01-19 11:58:25,577 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 11:58:25,587 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 11:58:25,589 - INFO - Created directory at: artifacts]
[2026-01-19 11:58:25,596 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 11:58:25,597 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 11:59:19,171 - ERROR - Error occurred while downloading data: 'str' object has no attribute 'iterdir']
[2026-01-19 11:59:50,944 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 11:59:50,950 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 11:59:50,953 - INFO - Created directory at: artifacts]
[2026-01-19 11:59:50,954 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 11:59:50,955 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 11:59:51,159 - ERROR - Error occurred while downloading data: 'str' object has no attribute 'iterdir']
[2026-01-19 11:59:59,140 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 11:59:59,146 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 11:59:59,148 - INFO - Created directory at: artifacts]
[2026-01-19 11:59:59,150 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 11:59:59,152 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:00:02,197 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 12:01:28,677 - INFO - >>>>>> Stage Data Ingestion Stage started <<<<<<]
[2026-01-19 12:01:28,680 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:01:28,683 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:01:28,683 - INFO - Created directory at: artifacts]
[2026-01-19 12:01:28,683 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:01:28,684 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:01:28,991 - ERROR - Error occurred while downloading data: [Errno 2] No such file or directory: 'artifacts/data_ingestion/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/Cyst']
[2026-01-19 12:01:28,991 - ERROR - [Errno 2] No such file or directory: 'artifacts/data_ingestion/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/Cyst']
Traceback (most recent call last):
  File "main.py", line 10, in <module>
    data_ingestion_pipeline.main()
  File "/Users/inamgurung/Desktop/Projects/AWS/Kidney-Disease-Classification/Kidney-Disease-Classification-Deep-Learning-Project/src/cnnClassifier/pipeline/stage_01_data_ingestion.py", line 15, in main
    data_ingestion.download_file()
  File "/Users/inamgurung/Desktop/Projects/AWS/Kidney-Disease-Classification/Kidney-Disease-Classification-Deep-Learning-Project/src/cnnClassifier/components/data_ingestion.py", line 56, in download_file
    raise e
  File "/Users/inamgurung/Desktop/Projects/AWS/Kidney-Disease-Classification/Kidney-Disease-Classification-Deep-Learning-Project/src/cnnClassifier/components/data_ingestion.py", line 47, in download_file
    self._limit_files_per_class(unzip_path, "CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/Cyst", max_files=100)
  File "/Users/inamgurung/Desktop/Projects/AWS/Kidney-Disease-Classification/Kidney-Disease-Classification-Deep-Learning-Project/src/cnnClassifier/components/data_ingestion.py", line 17, in _limit_files_per_class
    files = [f for f in class_dir.iterdir() if f.is_file()]
  File "/Users/inamgurung/Desktop/Projects/AWS/Kidney-Disease-Classification/Kidney-Disease-Classification-Deep-Learning-Project/src/cnnClassifier/components/data_ingestion.py", line 17, in <listcomp>
    files = [f for f in class_dir.iterdir() if f.is_file()]
  File "/Users/inamgurung/miniconda/envs/kidney/lib/python3.8/pathlib.py", line 1122, in iterdir
    for name in self._accessor.listdir(self):
FileNotFoundError: [Errno 2] No such file or directory: 'artifacts/data_ingestion/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/Cyst'
[2026-01-19 12:04:24,197 - INFO - >>>>>> Stage Data Ingestion Stage started <<<<<<]
[2026-01-19 12:04:24,200 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:04:24,202 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:04:24,203 - INFO - Created directory at: artifacts]
[2026-01-19 12:04:24,203 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:04:24,203 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:04:24,445 - ERROR - Error occurred while downloading data: [Errno 2] No such file or directory: 'artifacts/data_ingestion/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/Cyst']
[2026-01-19 12:04:24,445 - ERROR - [Errno 2] No such file or directory: 'artifacts/data_ingestion/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/Cyst']
Traceback (most recent call last):
  File "main.py", line 10, in <module>
    data_ingestion_pipeline.main()
  File "/Users/inamgurung/Desktop/Projects/AWS/Kidney-Disease-Classification/Kidney-Disease-Classification-Deep-Learning-Project/src/cnnClassifier/pipeline/stage_01_data_ingestion.py", line 15, in main
    data_ingestion.download_file()
  File "/Users/inamgurung/Desktop/Projects/AWS/Kidney-Disease-Classification/Kidney-Disease-Classification-Deep-Learning-Project/src/cnnClassifier/components/data_ingestion.py", line 54, in download_file
    raise e
  File "/Users/inamgurung/Desktop/Projects/AWS/Kidney-Disease-Classification/Kidney-Disease-Classification-Deep-Learning-Project/src/cnnClassifier/components/data_ingestion.py", line 45, in download_file
    self._limit_files_per_class(unzip_path, "CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/Cyst", max_files=100)
  File "/Users/inamgurung/Desktop/Projects/AWS/Kidney-Disease-Classification/Kidney-Disease-Classification-Deep-Learning-Project/src/cnnClassifier/components/data_ingestion.py", line 15, in _limit_files_per_class
    files = [f for f in class_dir.iterdir() if f.is_file()]
  File "/Users/inamgurung/Desktop/Projects/AWS/Kidney-Disease-Classification/Kidney-Disease-Classification-Deep-Learning-Project/src/cnnClassifier/components/data_ingestion.py", line 15, in <listcomp>
    files = [f for f in class_dir.iterdir() if f.is_file()]
  File "/Users/inamgurung/miniconda/envs/kidney/lib/python3.8/pathlib.py", line 1122, in iterdir
    for name in self._accessor.listdir(self):
FileNotFoundError: [Errno 2] No such file or directory: 'artifacts/data_ingestion/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/Cyst'
[2026-01-19 12:06:40,013 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:06:40,023 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:06:40,028 - INFO - Created directory at: artifacts]
[2026-01-19 12:06:40,029 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:06:40,031 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:06:40,256 - ERROR - Error occurred while downloading data: [Errno 2] No such file or directory: 'artifacts/data_ingestion/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/Cyst']
[2026-01-19 12:07:12,102 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:07:12,106 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:07:12,108 - INFO - Created directory at: artifacts]
[2026-01-19 12:07:12,109 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:07:12,114 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:07:12,369 - ERROR - Error occurred while downloading data: [Errno 2] No such file or directory: 'artifacts/data_ingestion/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/Cyst']
[2026-01-19 12:08:52,684 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:08:52,691 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:08:52,693 - INFO - Created directory at: artifacts]
[2026-01-19 12:08:52,696 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:08:52,697 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:08:52,921 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 12:11:01,097 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:11:01,102 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:11:01,104 - INFO - Created directory at: artifacts]
[2026-01-19 12:11:01,106 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:11:01,108 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:11:01,333 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 12:12:29,914 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:12:29,922 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:12:29,926 - INFO - Created directory at: artifacts]
[2026-01-19 12:12:29,928 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:12:29,935 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:12:30,154 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 12:13:16,514 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:13:16,518 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:13:16,519 - INFO - Created directory at: artifacts]
[2026-01-19 12:13:16,521 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:13:16,522 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:13:16,738 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 12:13:44,481 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:13:44,490 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:13:44,494 - INFO - Created directory at: artifacts]
[2026-01-19 12:13:44,498 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:13:44,503 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:13:44,736 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 12:15:53,354 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:15:53,359 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:15:53,360 - INFO - Created directory at: artifacts]
[2026-01-19 12:15:53,363 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:15:53,368 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:15:53,369 - INFO - Starting Kaggle download...]
[2026-01-19 12:15:53,370 - ERROR - Error occurred while downloading data: local variable 'file_id' referenced before assignment]
[2026-01-19 12:16:32,360 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:16:32,367 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:16:32,368 - INFO - Created directory at: artifacts]
[2026-01-19 12:16:32,371 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:16:32,375 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:16:32,376 - INFO - Starting Kaggle download...]
[2026-01-19 12:16:32,582 - INFO - Kaggle download finished. Cache path: /Users/inamgurung/.cache/kagglehub/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone/versions/1]
[2026-01-19 12:16:32,583 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 12:18:16,060 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:18:16,066 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:18:16,069 - INFO - Created directory at: artifacts]
[2026-01-19 12:18:16,072 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:18:16,074 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:18:16,078 - INFO - Starting Kaggle download...]
[2026-01-19 12:18:16,309 - INFO - Kaggle download finished. Cache path: /Users/inamgurung/.cache/kagglehub/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone/versions/1]
[2026-01-19 12:18:16,310 - ERROR - Error occurred while downloading data: 'str' object has no attribute 'iterdir']
[2026-01-19 12:18:32,028 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:18:32,032 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:18:32,033 - INFO - Created directory at: artifacts]
[2026-01-19 12:18:32,034 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:18:32,035 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:18:32,036 - INFO - Starting Kaggle download...]
[2026-01-19 12:18:32,223 - INFO - Kaggle download finished. Cache path: /Users/inamgurung/.cache/kagglehub/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone/versions/1]
[2026-01-19 12:18:32,225 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 12:19:51,008 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:19:51,011 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:19:51,013 - INFO - Created directory at: artifacts]
[2026-01-19 12:19:51,014 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:19:51,015 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:19:51,016 - INFO - Starting Kaggle download...]
[2026-01-19 12:19:51,209 - INFO - Kaggle download finished. Cache path: /Users/inamgurung/.cache/kagglehub/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone/versions/1]
[2026-01-19 12:19:51,210 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 12:21:45,038 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:21:45,043 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:21:45,044 - INFO - Created directory at: artifacts]
[2026-01-19 12:21:45,046 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:21:45,048 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:21:45,053 - ERROR - Error occurred while downloading data: local variable 'file_id' referenced before assignment]
[2026-01-19 12:22:40,151 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:22:40,160 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:22:40,162 - INFO - Created directory at: artifacts]
[2026-01-19 12:22:40,164 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:22:40,167 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:22:40,170 - ERROR - Error occurred while downloading data: 'str' object is not callable]
[2026-01-19 12:23:51,937 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:23:51,946 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:23:51,951 - INFO - Created directory at: artifacts]
[2026-01-19 12:23:51,957 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:23:51,960 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:23:51,961 - ERROR - Error occurred while downloading data: 'str' object is not callable]
[2026-01-19 12:24:45,001 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:24:45,005 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:24:45,006 - INFO - Created directory at: artifacts]
[2026-01-19 12:24:45,007 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:24:45,009 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:24:45,266 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 12:31:24,337 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:31:24,340 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:31:24,341 - INFO - Created directory at: artifacts]
[2026-01-19 12:31:24,342 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:31:24,343 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:31:24,546 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 12:54:31,319 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 12:54:31,329 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 12:54:31,331 - INFO - Created directory at: artifacts]
[2026-01-19 12:54:31,333 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 12:54:31,335 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 12:54:31,546 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-19 14:29:37,206 - INFO - >>>>>> Stage Data Ingestion Stage started <<<<<<]
[2026-01-19 14:29:37,212 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-19 14:29:37,218 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-19 14:29:37,220 - INFO - Created directory at: artifacts]
[2026-01-19 14:29:37,220 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-19 14:29:37,221 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-19 14:29:37,793 - ERROR - Error occurred while downloading data: [Errno 2] No such file or directory: 'artifacts/data_ingestion/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/Cyst']
[2026-01-19 14:29:37,793 - ERROR - [Errno 2] No such file or directory: 'artifacts/data_ingestion/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone/Cyst']
Traceback (most recent call last):
  File "/Users/inamgurung/Desktop/Projects/AWS/Kidney-Disease-Classification/Kidney-Disease-Classification-Deep-Learning-Project/main.py", line 10, in <module>
    data_ingestion_pipeline.main()
